Line; Date; Time; I INA SPECTRO (mA); I INA OSCAR (mA); I INA MOTORS (mA); I INA BATT (mA); I INA DC_BUS (mA); I INA Q7 (mA); I INA 5V (mA); I INA 3V3 (mA)
2381; 2023/10/11; 06:36:53; 0; 62; 0; 0; 2578; 49; 22; 7
2382; 2023/10/11; 06:37:03; 0; 62; 0; 0; 2699; 48; 22; 7
2383; 2023/10/11; 06:37:13; 1048575; 62; 0; 0; 2671; 47; 22; 7
2384; 2023/10/11; 06:37:23; 0; 52; 0; 0; 2637; 46; 22; 7
2385; 2023/10/11; 06:37:33; 1; 52; 0; 0; 2664; 47; 22; 7
2386; 2023/10/11; 06:37:43; 0; 52; 0; 0; 2646; 48; 22; 7
2387; 2023/10/11; 06:37:53; 1048575; 62; 0; 0; 2376; 45; 22; 6
2388; 2023/10/11; 06:38:03; 1048575; 62; 0; 0; 2548; 45; 22; 7
2389; 2023/10/11; 06:38:13; 0; 62; 0; 0; 2563; 47; 22; 7
2390; 2023/10/11; 06:38:23; 1048575; 63; 0; 0; 2577; 49; 22; 7
2391; 2023/10/11; 06:38:33; 0; 62; 0; 0; 2620; 47; 22; 7
2392; 2023/10/11; 06:38:43; 0; 62; 0; 0; 2615; 45; 22; 7
2393; 2023/10/11; 06:38:53; 1048575; 63; 0; 0; 2702; 48; 22; 7
2394; 2023/10/11; 06:39:03; 1048575; 63; 0; 0; 2521; 45; 22; 6
2395; 2023/10/11; 06:39:13; 0; 62; 0; 0; 2702; 46; 22; 7
2396; 2023/10/11; 06:39:23; 0; 62; 0; 0; 2688; 45; 22; 7
2397; 2023/10/11; 06:39:33; 0; 62; 0; 0; 2576; 48; 22; 7
2398; 2023/10/11; 06:39:43; 1048575; 62; 0; 0; 2552; 47; 22; 7
2399; 2023/10/11; 06:39:53; 1048575; 62; 0; 0; 2532; 45; 22; 7
2400; 2023/10/11; 06:40:03; 0; 62; 0; 0; 2565; 47; 22; 7
2401; 2023/10/11; 06:40:13; 0; 62; 0; 0; 2440; 45; 22; 6
2402; 2023/10/11; 06:40:23; 1048575; 62; 0; 0; 2644; 48; 22; 7
2403; 2023/10/11; 06:40:33; 1048575; 62; 0; 0; 2706; 46; 22; 7
2404; 2023/10/11; 06:40:43; 0; 62; 0; 0; 2741; 48; 22; 7
2405; 2023/10/11; 06:40:53; 1048575; 62; 0; 0; 2724; 49; 22; 7
2406; 2023/10/11; 06:41:03; 1048575; 62; 0; 0; 2731; 47; 22; 7
2407; 2023/10/11; 06:41:13; 0; 62; 0; 0; 2707; 45; 22; 7
2408; 2023/10/11; 06:41:23; 1048575; 62; 0; 0; 2375; 44; 22; 6
2409; 2023/10/11; 06:41:33; 1048575; 62; 0; 0; 2548; 49; 22; 7
2410; 2023/10/11; 06:41:43; 1048575; 62; 0; 0; 2684; 45; 22; 7
2411; 2023/10/11; 06:41:53; 0; 62; 0; 0; 2549; 47; 22; 7
2412; 2023/10/11; 06:42:03; 1048575; 62; 0; 0; 2555; 48; 22; 7
2413; 2023/10/11; 06:42:13; 0; 52; 0; 0; 2535; 47; 22; 7
2414; 2023/10/11; 06:42:23; 0; 52; 0; 0; 2580; 45; 22; 7
2415; 2023/10/11; 06:42:33; 1048575; 52; 0; 0; 2504; 41; 22; 6
2416; 2023/10/11; 06:42:43; 1048575; 63; 0; 0; 2714; 48; 22; 7
2417; 2023/10/11; 06:42:53; 1048575; 63; 0; 0; 2714; 48; 22; 7
2418; 2023/10/11; 06:43:03; 0; 62; 0; 0; 2532; 46; 22; 7
2419; 2023/10/11; 06:43:13; 1048575; 62; 0; 0; 2534; 45; 22; 7
2420; 2023/10/11; 06:43:23; 0; 63; 0; 0; 2674; 49; 22; 7
2421; 2023/10/11; 06:43:33; 1048575; 62; 0; 0; 2540; 47; 22; 7
2422; 2023/10/11; 06:43:43; 1048575; 63; 0; 0; 2379; 42; 22; 6
2423; 2023/10/11; 06:43:53; 1048575; 63; 0; 0; 2568; 48; 22; 7
2424; 2023/10/11; 06:44:03; 0; 62; 0; 0; 2549; 48; 22; 7
2425; 2023/10/11; 06:44:13; 1; 62; 0; 0; 2576; 45; 22; 7
2426; 2023/10/11; 06:44:23; 1048575; 62; 0; 0; 2559; 47; 22; 7
2427; 2023/10/11; 06:44:33; 1048575; 63; 0; 0; 2653; 48; 22; 7
2428; 2023/10/11; 06:44:43; 0; 62; 0; 0; 2746; 48; 22; 7
2429; 2023/10/11; 06:44:53; 1048575; 62; 0; 0; 2580; 43; 22; 6
2430; 2023/10/11; 06:45:03; 0; 62; 0; 0; 2743; 48; 22; 7
2431; 2023/10/11; 06:45:13; 0; 63; 0; 0; 2750; 50; 22; 7
2432; 2023/10/11; 06:45:23; 1048575; 62; 0; 0; 2551; 46; 22; 7
2433; 2023/10/11; 06:45:33; 1048575; 62; 0; 0; 2554; 45; 22; 7
2434; 2023/10/11; 06:45:43; 1048575; 62; 0; 0; 2548; 47; 22; 7
2435; 2023/10/11; 06:45:53; 0; 62; 0; 0; 2567; 48; 22; 7
2436; 2023/10/11; 06:46:03; 0; 63; 0; 0; 2462; 43; 22; 6
2437; 2023/10/11; 06:46:13; 1; 62; 0; 0; 2549; 48; 22; 7
2438; 2023/10/11; 06:46:23; 0; 62; 0; 0; 2722; 48; 22; 7
2439; 2023/10/11; 06:46:33; 1048574; 62; 0; 0; 2711; 47; 22; 7
2440; 2023/10/11; 06:46:43; 0; 62; 0; 0; 2722; 45; 22; 7
2441; 2023/10/11; 06:46:53; 1048575; 52; 0; 0; 2627; 45; 22; 7
2442; 2023/10/11; 06:47:03; 1048575; 52; 0; 0; 2628; 48; 22; 7
2443; 2023/10/11; 06:47:13; 0; 52; 0; 0; 2332; 45; 22; 6
2444; 2023/10/11; 06:47:23; 1048575; 63; 0; 0; 2553; 45; 22; 7
2445; 2023/10/11; 06:47:33; 0; 63; 0; 0; 2557; 47; 22; 7
2446; 2023/10/11; 06:47:43; 1048574; 63; 0; 0; 2569; 48; 22; 7
2447; 2023/10/11; 06:47:53; 1048575; 63; 0; 0; 2559; 45; 22; 7
2448; 2023/10/11; 06:48:03; 1048575; 62; 0; 0; 2557; 45; 22; 7
2449; 2023/10/11; 06:48:13; 1048575; 62; 0; 0; 2610; 48; 22; 7
2450; 2023/10/11; 06:48:23; 0; 62; 0; 0; 2522; 45; 22; 6
2451; 2023/10/11; 06:48:33; 1048575; 63; 0; 0; 2693; 46; 22; 7
2452; 2023/10/11; 06:48:43; 0; 62; 0; 0; 2689; 46; 22; 7
2453; 2023/10/11; 06:48:53; 0; 62; 0; 0; 2590; 48; 22; 7
2454; 2023/10/11; 06:49:03; 1048575; 62; 0; 0; 2605; 49; 22; 7
2455; 2023/10/11; 06:49:13; 0; 62; 0; 0; 2563; 46; 22; 7
2456; 2023/10/11; 06:49:23; 0; 62; 0; 0; 2543; 49; 22; 7
2457; 2023/10/11; 06:49:33; 1048575; 62; 0; 0; 2500; 45; 22; 6
2458; 2023/10/11; 06:49:43; 0; 62; 0; 0; 2623; 46; 22; 7
2459; 2023/10/11; 06:49:53; 0; 62; 0; 0; 2719; 45; 22; 7
2460; 2023/10/11; 06:50:03; 0; 62; 0; 0; 2712; 47; 22; 7
2461; 2023/10/11; 06:50:13; 1048574; 62; 0; 0; 2693; 49; 22; 7
2462; 2023/10/11; 06:50:23; 1048575; 62; 0; 0; 2667; 46; 22; 7
2463; 2023/10/11; 06:50:33; 0; 62; 0; 0; 2550; 45; 22; 7
2464; 2023/10/11; 06:50:43; 0; 62; 0; 0; 2377; 44; 22; 6
2465; 2023/10/11; 06:50:53; 0; 62; 0; 0; 2548; 48; 22; 7
2466; 2023/10/11; 06:51:03; 0; 62; 0; 0; 2552; 45; 22; 7
2467; 2023/10/11; 06:51:13; 0; 62; 0; 0; 2574; 47; 22; 7
2468; 2023/10/11; 06:51:23; 0; 62; 0; 0; 2685; 48; 22; 7
2469; 2023/10/11; 06:51:33; 0; 52; 0; 0; 2596; 46; 22; 7
2470; 2023/10/11; 06:51:43; 1048575; 52; 0; 0; 2652; 46; 22; 7
2471; 2023/10/11; 06:51:53; 1048575; 52; 0; 0; 2430; 45; 22; 6
2472; 2023/10/11; 06:52:03; 1048575; 56; 0; 0; 2551; 49; 22; 7
2473; 2023/10/11; 06:52:13; 1048575; 62; 0; 0; 2547; 46; 22; 7
2474; 2023/10/11; 06:52:23; 1048575; 63; 0; 0; 2556; 45; 22; 7
2475; 2023/10/11; 06:52:33; 0; 62; 0; 0; 2547; 48; 22; 7
2476; 2023/10/11; 06:52:43; 0; 62; 0; 0; 2584; 47; 22; 7
2477; 2023/10/11; 06:52:53; 1048575; 63; 0; 0; 2715; 46; 22; 7
2478; 2023/10/11; 06:53:03; 0; 62; 0; 0; 2556; 43; 22; 6
2479; 2023/10/11; 06:53:13; 0; 63; 0; 0; 2751; 49; 22; 7
2480; 2023/10/11; 06:53:23; 1048575; 62; 0; 0; 2565; 50; 22; 7
2481; 2023/10/11; 06:53:33; 1048575; 63; 0; 0; 2553; 45; 22; 7
2482; 2023/10/11; 06:53:43; 0; 62; 0; 0; 2547; 50; 22; 7
2483; 2023/10/11; 06:53:53; 0; 62; 0; 0; 2547; 49; 22; 7
2484; 2023/10/11; 06:54:03; 1048575; 62; 0; 0; 2553; 45; 22; 7
2485; 2023/10/11; 06:54:13; 0; 62; 0; 0; 2495; 41; 22; 6
2486; 2023/10/11; 06:54:23; 1048575; 63; 0; 0; 2644; 48; 22; 7
2487; 2023/10/11; 06:54:33; 0; 62; 0; 0; 2721; 49; 22; 7
2488; 2023/10/11; 06:54:43; 1048575; 63; 0; 0; 2704; 46; 22; 7
2489; 2023/10/11; 06:54:53; 0; 62; 0; 0; 2693; 47; 22; 7
2490; 2023/10/11; 06:55:03; 0; 63; 0; 0; 2533; 48; 22; 7
2491; 2023/10/11; 06:55:13; 0; 62; 0; 0; 2529; 47; 22; 7
2492; 2023/10/11; 06:55:23; 0; 62; 0; 0; 2377; 42; 22; 6
2493; 2023/10/11; 06:55:33; 0; 62; 0; 0; 2563; 47; 22; 7
2494; 2023/10/11; 06:55:43; 1048575; 62; 0; 0; 2569; 48; 22; 7
2495; 2023/10/11; 06:55:53; 0; 62; 0; 0; 2647; 47; 22; 7
2496; 2023/10/11; 06:56:03; 0; 62; 0; 0; 2683; 45; 22; 7
2497; 2023/10/11; 06:56:13; 1; 62; 0; 0; 2677; 48; 22; 7
2498; 2023/10/11; 06:56:23; 1048574; 52; 0; 0; 2644; 48; 22; 7
2499; 2023/10/11; 06:56:33; 1048575; 52; 0; 0; 2332; 44; 22; 6
2500; 2023/10/11; 06:56:43; 0; 52; 0; 0; 2638; 45; 22; 7
2501; 2023/10/11; 06:56:53; 1048575; 63; 0; 0; 2572; 48; 22; 7
2502; 2023/10/11; 06:57:03; 1; 62; 0; 0; 2634; 47; 22; 7
2503; 2023/10/11; 06:57:13; 1048575; 63; 0; 0; 2604; 46; 22; 7
2504; 2023/10/11; 06:57:23; 0; 63; 0; 0; 2616; 47; 22; 7
2505; 2023/10/11; 06:57:33; 0; 62; 0; 0; 2617; 49; 22; 7
2506; 2023/10/11; 06:57:43; 0; 62; 0; 0; 2598; 46; 22; 6
2507; 2023/10/11; 06:57:53; 1048575; 62; 0; 0; 2706; 45; 22; 7
2508; 2023/10/11; 06:58:03; 1048575; 63; 0; 0; 2711; 45; 22; 7
2509; 2023/10/11; 06:58:13; 0; 62; 0; 0; 2709; 48; 22; 7
2510; 2023/10/11; 06:58:23; 0; 62; 0; 0; 2703; 46; 22; 7
2511; 2023/10/11; 06:58:33; 0; 62; 0; 0; 2670; 45; 22; 7
2512; 2023/10/11; 06:58:43; 1048575; 62; 0; 0; 2547; 47; 22; 7
2513; 2023/10/11; 06:58:53; 1048575; 62; 0; 0; 2508; 43; 22; 6
2514; 2023/10/11; 06:59:03; 0; 62; 0; 0; 2543; 47; 22; 7
2515; 2023/10/11; 06:59:13; 0; 62; 0; 0; 2549; 48; 22; 7
2516; 2023/10/11; 06:59:23; 0; 62; 0; 0; 2554; 48; 22; 7
2517; 2023/10/11; 06:59:33; 1048575; 62; 0; 0; 2566; 45; 22; 7
2518; 2023/10/11; 06:59:43; 1048575; 63; 0; 0; 2703; 46; 22; 7
2519; 2023/10/11; 06:59:53; 1048575; 62; 0; 0; 2708; 45; 22; 7
2520; 2023/10/11; 07:00:03; 0; 62; 0; 0; 2376; 44; 22; 6
2521; 2023/10/11; 07:00:13; 0; 63; 0; 0; 2698; 47; 22; 7
2522; 2023/10/11; 07:00:23; 1048575; 62; 0; 0; 2542; 45; 22; 7
2523; 2023/10/11; 07:00:33; 1048575; 62; 0; 0; 2546; 47; 22; 7
2524; 2023/10/11; 07:00:43; 0; 62; 0; 0; 2569; 48; 22; 7
2525; 2023/10/11; 07:00:53; 1048575; 62; 0; 0; 2528; 48; 22; 7
2526; 2023/10/11; 07:01:03; 0; 52; 0; 0; 2536; 46; 22; 7
2527; 2023/10/11; 07:01:13; 0; 52; 0; 0; 2408; 46; 22; 6
2528; 2023/10/11; 07:01:23; 0; 52; 0; 0; 2629; 48; 22; 7
2529; 2023/10/11; 07:01:33; 0; 63; 0; 0; 2700; 47; 22; 7
2530; 2023/10/11; 07:01:43; 1048575; 63; 0; 0; 2728; 46; 22; 7
2531; 2023/10/11; 07:01:53; 1048575; 62; 0; 0; 2551; 45; 22; 7
2532; 2023/10/11; 07:02:03; 0; 62; 0; 0; 2734; 50; 22; 7
2533; 2023/10/11; 07:02:13; 0; 63; 0; 0; 2556; 45; 22; 7
2534; 2023/10/11; 07:02:23; 0; 62; 0; 0; 2377; 41; 22; 6
2535; 2023/10/11; 07:02:33; 0; 63; 0; 0; 2535; 48; 22; 7
2536; 2023/10/11; 07:02:43; 0; 63; 0; 0; 2551; 48; 22; 7
2537; 2023/10/11; 07:02:53; 0; 62; 0; 0; 2569; 46; 22; 7
2538; 2023/10/11; 07:03:03; 1048575; 62; 0; 0; 2631; 45; 22; 7
2539; 2023/10/11; 07:03:13; 1048575; 62; 0; 0; 2694; 48; 22; 7
2540; 2023/10/11; 07:03:23; 0; 62; 0; 0; 2565; 47; 22; 7
2541; 2023/10/11; 07:03:33; 1048575; 62; 0; 0; 2507; 43; 22; 6
2542; 2023/10/11; 07:03:43; 1048575; 62; 0; 0; 2685; 45; 22; 7
2543; 2023/10/11; 07:03:53; 0; 62; 0; 0; 2528; 48; 22; 7
2544; 2023/10/11; 07:04:03; 0; 62; 0; 0; 2536; 48; 22; 7
2545; 2023/10/11; 07:04:13; 1048575; 62; 0; 0; 2569; 45; 22; 7
2546; 2023/10/11; 07:04:23; 0; 62; 0; 0; 2572; 47; 22; 7
2547; 2023/10/11; 07:04:33; 1048575; 62; 0; 0; 2549; 48; 22; 7
2548; 2023/10/11; 07:04:43; 1048575; 62; 0; 0; 2374; 41; 22; 6
2549; 2023/10/11; 07:04:53; 0; 62; 0; 0; 2596; 45; 22; 7
2550; 2023/10/11; 07:05:03; 0; 62; 0; 0; 2632; 48; 22; 7
2551; 2023/10/11; 07:05:13; 0; 62; 0; 0; 2690; 48; 22; 7
2552; 2023/10/11; 07:05:23; 1048575; 62; 0; 0; 2726; 46; 22; 7
2553; 2023/10/11; 07:05:33; 0; 52; 0; 0; 2646; 46; 22; 7
2554; 2023/10/11; 07:05:43; 0; 52; 0; 0; 2553; 47; 22; 7
2555; 2023/10/11; 07:05:53; 1048575; 52; 0; 0; 2397; 45; 22; 6
2556; 2023/10/11; 07:06:03; 0; 63; 0; 0; 2594; 47; 22; 7
2557; 2023/10/11; 07:06:13; 1048575; 62; 0; 0; 2605; 46; 22; 7
2558; 2023/10/11; 07:06:23; 0; 63; 0; 0; 2569; 49; 22; 7
2559; 2023/10/11; 07:06:33; 1048575; 63; 0; 0; 2628; 49; 22; 7
2560; 2023/10/11; 07:06:43; 1048575; 63; 0; 0; 2635; 45; 22; 7
2561; 2023/10/11; 07:06:53; 0; 63; 0; 0; 2678; 45; 22; 7
2562; 2023/10/11; 07:07:03; 1048575; 62; 0; 0; 2521; 44; 22; 6
2563; 2023/10/11; 07:07:13; 0; 62; 0; 0; 2698; 47; 22; 7
2564; 2023/10/11; 07:07:23; 1048575; 62; 0; 0; 2669; 45; 22; 7
2565; 2023/10/11; 07:07:33; 0; 62; 0; 0; 2686; 47; 22; 7
2566; 2023/10/11; 07:07:43; 0; 62; 0; 0; 2551; 48; 22; 7
2567; 2023/10/11; 07:07:53; 0; 62; 0; 0; 2528; 47; 22; 7
2568; 2023/10/11; 07:08:03; 0; 62; 0; 0; 2551; 45; 22; 7
2569; 2023/10/11; 07:08:13; 0; 62; 0; 0; 2415; 41; 22; 6
2570; 2023/10/11; 07:08:23; 1; 62; 0; 0; 2569; 48; 22; 7
2571; 2023/10/11; 07:08:33; 1048575; 63; 0; 0; 2620; 47; 22; 7
2572; 2023/10/11; 07:08:43; 1048575; 62; 0; 0; 2623; 45; 22; 7
2573; 2023/10/11; 07:08:53; 1048575; 62; 0; 0; 2693; 48; 22; 7
2574; 2023/10/11; 07:09:03; 1048575; 62; 0; 0; 2693; 48; 22; 7
2575; 2023/10/11; 07:09:13; 0; 62; 0; 0; 2688; 47; 22; 7
2576; 2023/10/11; 07:09:23; 0; 63; 0; 0; 2655; 43; 22; 6
2577; 2023/10/11; 07:09:33; 1048575; 63; 0; 0; 2573; 48; 22; 7
2578; 2023/10/11; 07:09:43; 1048575; 62; 0; 0; 2578; 49; 22; 7
2579; 2023/10/11; 07:09:53; 1048575; 62; 0; 0; 2576; 47; 22; 7
2580; 2023/10/11; 07:10:03; 0; 62; 0; 0; 2617; 46; 22; 7
2581; 2023/10/11; 07:10:13; 0; 52; 0; 0; 2610; 47; 22; 7
2582; 2023/10/11; 07:10:23; 0; 52; 0; 0; 2649; 50; 22; 7
2583; 2023/10/11; 07:10:33; 0; 54; 0; 0; 2560; 46; 22; 6
2584; 2023/10/11; 07:10:43; 1048575; 62; 0; 0; 2770; 45; 22; 7
2585; 2023/10/11; 07:10:53; 0; 62; 0; 0; 2743; 48; 22; 7
2586; 2023/10/11; 07:11:03; 0; 62; 0; 0; 2704; 49; 22; 7
2587; 2023/10/11; 07:11:13; 0; 63; 0; 0; 2572; 47; 22; 7
2588; 2023/10/11; 07:11:23; 0; 62; 0; 0; 2547; 45; 22; 7
2589; 2023/10/11; 07:11:33; 1048575; 62; 0; 0; 2544; 48; 22; 7
2590; 2023/10/11; 07:11:43; 0; 62; 0; 0; 2425; 45; 22; 6
2591; 2023/10/11; 07:11:53; 1048575; 63; 0; 0; 2590; 45; 22; 7
2592; 2023/10/11; 07:12:03; 0; 62; 0; 0; 2622; 45; 22; 7
2593; 2023/10/11; 07:12:13; 1048575; 62; 0; 0; 2641; 49; 22; 7
2594; 2023/10/11; 07:12:23; 0; 63; 0; 0; 2724; 48; 22; 7
2595; 2023/10/11; 07:12:33; 1048575; 62; 0; 0; 2705; 45; 22; 7
2596; 2023/10/11; 07:12:43; 0; 62; 0; 0; 2686; 47; 22; 7
2597; 2023/10/11; 07:12:53; 1048575; 62; 0; 0; 2376; 44; 22; 6
2598; 2023/10/11; 07:13:03; 1048575; 62; 0; 0; 2550; 46; 22; 7
2599; 2023/10/11; 07:13:13; 1048575; 62; 0; 0; 2548; 45; 22; 7
2600; 2023/10/11; 07:13:23; 0; 62; 0; 0; 2571; 47; 22; 7
2601; 2023/10/11; 07:13:33; 1048575; 62; 0; 0; 2575; 48; 22; 7
2602; 2023/10/11; 07:13:43; 1048575; 62; 0; 0; 2612; 45; 22; 7
2603; 2023/10/11; 07:13:53; 1048575; 62; 0; 0; 2714; 45; 22; 7
2604; 2023/10/11; 07:14:03; 1048575; 62; 0; 0; 2510; 44; 22; 6
2605; 2023/10/11; 07:14:13; 1048575; 62; 0; 0; 2698; 47; 22; 7
2606; 2023/10/11; 07:14:23; 1048575; 62; 0; 0; 2669; 46; 22; 7
2607; 2023/10/11; 07:14:33; 1048575; 62; 0; 0; 2692; 48; 22; 7
2608; 2023/10/11; 07:14:43; 1048575; 52; 0; 0; 2530; 50; 22; 7
2609; 2023/10/11; 07:14:53; 0; 52; 0; 0; 2532; 46; 22; 7
2610; 2023/10/11; 07:15:03; 1048575; 52; 0; 0; 2508; 45; 22; 7
2611; 2023/10/11; 07:15:13; 0; 62; 0; 0; 2465; 41; 22; 6
2612; 2023/10/11; 07:15:23; 0; 63; 0; 0; 2582; 48; 22; 7
2613; 2023/10/11; 07:15:33; 0; 62; 0; 0; 2648; 46; 22; 7
2614; 2023/10/11; 07:15:43; 0; 62; 0; 0; 2707; 45; 22; 7
2615; 2023/10/11; 07:15:53; 1048575; 62; 0; 0; 2719; 48; 22; 7
2616; 2023/10/11; 07:16:03; 1048575; 62; 0; 0; 2678; 48; 22; 7
2617; 2023/10/11; 07:16:13; 0; 62; 0; 0; 2592; 46; 22; 7
2618; 2023/10/11; 07:16:23; 0; 62; 0; 0; 2375; 41; 22; 6
2619; 2023/10/11; 07:16:33; 1048575; 62; 0; 0; 2545; 48; 22; 7
2620; 2023/10/11; 07:16:43; 1048575; 63; 0; 0; 2536; 48; 22; 7
2621; 2023/10/11; 07:16:53; 0; 62; 0; 0; 2561; 45; 22; 7
2622; 2023/10/11; 07:17:03; 1048575; 62; 0; 0; 2659; 45; 22; 7
2623; 2023/10/11; 07:17:13; 1; 62; 0; 0; 2673; 48; 22; 7
2624; 2023/10/11; 07:17:23; 0; 62; 0; 0; 2707; 47; 22; 7
2625; 2023/10/11; 07:17:33; 1048575; 62; 0; 0; 2530; 41; 22; 6
2626; 2023/10/11; 07:17:43; 0; 62; 0; 0; 2531; 45; 22; 7
2627; 2023/10/11; 07:17:53; 1048575; 62; 0; 0; 2549; 49; 22; 7
2628; 2023/10/11; 07:18:03; 0; 63; 0; 0; 2553; 46; 22; 7
2629; 2023/10/11; 07:18:13; 1048575; 62; 0; 0; 2564; 45; 22; 7
2630; 2023/10/11; 07:18:23; 1048575; 62; 0; 0; 2582; 47; 22; 7
2631; 2023/10/11; 07:18:33; 0; 62; 0; 0; 2606; 49; 22; 7
2632; 2023/10/11; 07:18:43; 1048575; 62; 0; 0; 2580; 45; 22; 6
2633; 2023/10/11; 07:18:53; 1048575; 62; 0; 0; 2725; 46; 22; 7
2634; 2023/10/11; 07:19:03; 0; 62; 0; 0; 2759; 49; 22; 7
2635; 2023/10/11; 07:19:13; 0; 62; 0; 0; 2782; 48; 22; 7
2636; 2023/10/11; 07:19:23; 0; 52; 0; 0; 2667; 46; 22; 7
2637; 2023/10/11; 07:19:33; 0; 52; 0; 0; 2486; 45; 22; 7
2638; 2023/10/11; 07:19:43; 0; 52; 0; 0; 2525; 48; 22; 7
2639; 2023/10/11; 07:19:53; 0; 63; 0; 0; 2380; 45; 22; 6
2640; 2023/10/11; 07:20:03; 1048575; 62; 0; 0; 2549; 45; 22; 7
2641; 2023/10/11; 07:20:13; 1048575; 62; 0; 0; 2564; 45; 22; 7
2642; 2023/10/11; 07:20:23; 0; 63; 0; 0; 2603; 48; 22; 7
2643; 2023/10/11; 07:20:33; 0; 63; 0; 0; 2649; 47; 22; 7
2644; 2023/10/11; 07:20:43; 1048575; 62; 0; 0; 2685; 45; 22; 7
2645; 2023/10/11; 07:20:53; 1048575; 62; 0; 0; 2716; 47; 22; 7
2646; 2023/10/11; 07:21:03; 1048575; 62; 0; 0; 2512; 45; 22; 6
2647; 2023/10/11; 07:21:13; 1048575; 63; 0; 0; 2687; 46; 22; 7
2648; 2023/10/11; 07:21:23; 0; 62; 0; 0; 2547; 45; 22; 7
2649; 2023/10/11; 07:21:33; 1048575; 62; 0; 0; 2549; 45; 22; 7
2650; 2023/10/11; 07:21:43; 1048575; 62; 0; 0; 2548; 48; 22; 7
2651; 2023/10/11; 07:21:53; 0; 63; 0; 0; 2550; 46; 22; 7
2652; 2023/10/11; 07:22:03; 0; 63; 0; 0; 2621; 45; 22; 7
2653; 2023/10/11; 07:22:13; 1048575; 62; 0; 0; 2436; 43; 22; 6
2654; 2023/10/11; 07:22:23; 0; 62; 0; 0; 2713; 49; 22; 7
2655; 2023/10/11; 07:22:33; 1048575; 62; 0; 0; 2715; 45; 22; 7
2656; 2023/10/11; 07:22:43; 0; 62; 0; 0; 2689; 46; 22; 7
2657; 2023/10/11; 07:22:53; 0; 62; 0; 0; 2705; 48; 22; 7
2658; 2023/10/11; 07:23:03; 0; 62; 0; 0; 2711; 46; 22; 7
2659; 2023/10/11; 07:23:13; 1048575; 62; 0; 0; 2555; 46; 22; 7
2660; 2023/10/11; 07:23:23; 1048575; 62; 0; 0; 2372; 41; 22; 6
2661; 2023/10/11; 07:23:33; 0; 62; 0; 0; 2545; 49; 22; 7
2662; 2023/10/11; 07:23:43; 0; 62; 0; 0; 2596; 46; 22; 7
2663; 2023/10/11; 07:23:53; 1; 52; 0; 0; 2621; 45; 22; 7
2664; 2023/10/11; 07:24:03; 0; 52; 0; 0; 2649; 47; 22; 7
2665; 2023/10/11; 07:24:13; 0; 52; 0; 0; 2631; 48; 22; 7
2666; 2023/10/11; 07:24:23; 0; 62; 0; 0; 2700; 45; 22; 7
2667; 2023/10/11; 07:24:33; 0; 62; 0; 0; 2374; 41; 22; 6
2668; 2023/10/11; 07:24:43; 1048575; 63; 0; 0; 2550; 48; 22; 7
2669; 2023/10/11; 07:24:53; 1048575; 62; 0; 0; 2564; 47; 22; 7
2670; 2023/10/11; 07:25:03; 0; 62; 0; 0; 2529; 45; 22; 7
2671; 2023/10/11; 07:25:13; 1048575; 63; 0; 0; 2580; 47; 22; 7
2672; 2023/10/11; 07:25:23; 0; 62; 0; 0; 2651; 49; 22; 7
2673; 2023/10/11; 07:25:33; 1048575; 62; 0; 0; 2640; 46; 22; 7
2674; 2023/10/11; 07:25:43; 1048575; 62; 0; 0; 2517; 42; 22; 6
2675; 2023/10/11; 07:25:53; 0; 62; 0; 0; 2700; 47; 22; 7
2676; 2023/10/11; 07:26:03; 0; 62; 0; 0; 2684; 48; 22; 7
2677; 2023/10/11; 07:26:13; 0; 62; 0; 0; 2548; 46; 22; 7
2678; 2023/10/11; 07:26:23; 0; 62; 0; 0; 2543; 45; 22; 7
2679; 2023/10/11; 07:26:33; 1048575; 63; 0; 0; 2530; 47; 22; 7
2680; 2023/10/11; 07:26:43; 0; 62; 0; 0; 2583; 48; 22; 7
2681; 2023/10/11; 07:26:53; 1048575; 62; 0; 0; 2527; 43; 22; 6
2682; 2023/10/11; 07:27:03; 0; 63; 0; 0; 2703; 46; 22; 7
2683; 2023/10/11; 07:27:13; 0; 63; 0; 0; 2716; 48; 22; 7
2684; 2023/10/11; 07:27:23; 1048574; 62; 0; 0; 2712; 50; 22; 7
2685; 2023/10/11; 07:27:33; 1048574; 62; 0; 0; 2565; 46; 22; 7
2686; 2023/10/11; 07:27:43; 0; 62; 0; 0; 2533; 45; 22; 7
2687; 2023/10/11; 07:27:53; 0; 62; 0; 0; 2549; 49; 22; 7
2688; 2023/10/11; 07:28:03; 1048575; 62; 0; 0; 2381; 44; 22; 6
2689; 2023/10/11; 07:28:13; 1048575; 62; 0; 0; 2550; 45; 22; 7
2690; 2023/10/11; 07:28:23; 1048575; 52; 0; 0; 2580; 47; 22; 7
2691; 2023/10/11; 07:28:33; 0; 52; 0; 0; 2669; 49; 22; 7
2692; 2023/10/11; 07:28:43; 0; 52; 0; 0; 2656; 45; 22; 7
2693; 2023/10/11; 07:28:53; 0; 63; 0; 0; 2719; 45; 22; 7
2694; 2023/10/11; 07:29:03; 1048575; 62; 0; 0; 2703; 48; 22; 7
2695; 2023/10/11; 07:29:13; 0; 63; 0; 0; 2377; 44; 22; 6
2696; 2023/10/11; 07:29:23; 0; 62; 0; 0; 2544; 45; 22; 7
