Line; Datetime; PD0 (V); PD1 (V); PD2 (V); PD3 (V); PD4 (V); PD5 (degC)
175; 2023/10/11 15:17:48; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
176; 2023/10/11 15:17:58; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
177; 2023/10/11 15:18:08; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
178; 2023/10/11 15:18:18; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
179; 2023/10/11 15:18:28; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
180; 2023/10/11 15:18:38; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
181; 2023/10/11 15:18:48; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
182; 2023/10/11 15:18:58; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
183; 2023/10/11 15:19:08; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
184; 2023/10/11 15:19:18; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
185; 2023/10/11 15:19:28; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
186; 2023/10/11 15:19:38; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
187; 2023/10/11 15:19:48; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
188; 2023/10/11 15:19:58; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
189; 2023/10/11 15:20:08; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
190; 2023/10/11 15:20:18; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
191; 2023/10/11 15:20:28; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
192; 2023/10/11 15:20:38; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
193; 2023/10/11 15:20:48; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
194; 2023/10/11 15:20:58; 4.90478515625; 0.015869140625; 0.0146484375; 0.0146484375; 0.0146484375; 0.015869140625
